name,pct_high_needs,funding_14_15,funding_est_15_16,is_charter
Stanislaus Alternative Charter,95,9890,12377,TRUE
Stanislaus Union Elementary,70,8214,10178,FALSE
Steele Canyon High,27,8500,10211,FALSE
Stella Middle Charter Academy,98,8762,10776,TRUE
Stellar Charter,56,7583,9234,TRUE
Stellar Secondary Charter High,45,8717,10566,TRUE
Stephen W. Hawking Charter,77,8098,10045,TRUE
"Stephen W. Hawkings II Science, Technology, Engineering, Art and Math Charter",92,8679,10282,TRUE
Stockton Collegiate International Elementary,70,8151,10141,FALSE
Stockton Collegiate International Secondary,56,8128,9871,FALSE
Stockton Unified,88,9622,11908,FALSE
Stockton Unified Early College Academy,69,9444,11696,TRUE
Stone Bridge,16,7259,8555,FALSE
Stone Corral Elementary,98,9720,11938,FALSE
Stony Creek Joint Unified,82,16357,18510,FALSE
Stony Point Academy,89,8942,10981,TRUE
Strathmore Union Elementary,96,9391,11765,FALSE
Student Empowerment Academy,97,10543,12958,TRUE
Success One!,72,9379,11767,FALSE
Sulphur Springs Union,56,7803,9433,FALSE
Summerville Elementary,50,7805,9291,FALSE
Summerville Union High,24,12571,14543,FALSE
Summit Charter Academy,67,8187,10103,TRUE
Summit Leadership Academy-High Desert,75,9609,12072,TRUE
Summit Preparatory Charter High,50,8812,10668,TRUE
Summit Public School K2,66,8115,9655,FALSE
Summit Public School: Denali,31,7268,8545,FALSE
Summit Public School: Rainier,51,8821,10684,FALSE
Summit Public School: Shasta,31,8494,10302,FALSE
Summit Public School: Tahoma,50,8809,10669,FALSE
Sundale Union Elementary,46,7612,9189,FALSE
Sunnyside Union Elementary,87,9241,11396,FALSE
Sunol Glen Unified,12,8315,8693,FALSE
Sunridge Charter,19,7251,8623,TRUE
Sunrise Middle,100,8015,9698,FALSE
Superior Street Elementary,50,7542,9203,FALSE
Surprise Valley Joint Unified,69,14117,15908,FALSE
Susanville Elementary,58,7920,9555,FALSE
Sutter Union High,30,8709,10416,FALSE
Sweetwater Union High,61,8957,10707,FALSE
Sycamore Academy of Science and Cultural Arts,35,7361,8886,TRUE
Sycamore Valley Academy,32,7337,8850,TRUE
Sylvan Union Elementary,55,7597,9248,FALSE
Synergy,77,8644,10839,FALSE
Synergy Charter Academy,94,8940,11142,TRUE
Synergy Kinetic Academy,95,8704,10759,TRUE
Synergy Quantum Academy,96,10344,12945,TRUE
Taft City,84,9006,11109,FALSE
Taft T. Newman Leadership Academy,93,9110,11544,TRUE
Taylion High Desert Academy/Adelanto,70,9280,11397,TRUE
Taylion San Diego Academy,73,9212,11764,TRUE
TEACH Academy of Technologies,96,8679,10754,TRUE
TEACH Tech Charter high,90,10522,12811,TRUE
TEAM Charter,92,9057,11499,TRUE
Tehachapi Unified,41,7978,9634,FALSE
Tehama eLearning Academy,71,9338,11546,TRUE
Temecula Preparatory,10,7418,8844,FALSE
Temecula Valley Charter,22,7241,8648,TRUE
Temecula Valley Unified,24,7585,9183,FALSE
Temple City Unified,50,8004,9755,FALSE
Templeton Unified,20,7675,9195,FALSE
Terra Bella Union Elementary,100,9567,11999,FALSE
The Academy,75,9582,12148,TRUE
The Academy of Alameda,48,7420,8849,TRUE
The Education Corps,100,10610,13003,FALSE
The Heights Charter,17,7125,8531,TRUE
The Language Academy of Sacramento,79,8469,10336,TRUE
The MET,54,8847,10747,FALSE
The O'Farrell Charter,85,8467,10335,TRUE
Thermalito Union Elementary,87,9125,11303,FALSE
Three Rivers Charter,57,7814,9489,TRUE
Three Rivers Union Elementary,43,7648,9165,FALSE
Thrive Public School,58,8096,9400,FALSE
Tierra Linda Middle,11,6908,8198,FALSE
Tierra Pacifica Charter,19,7248,8586,TRUE
Tipton Elementary,98,9802,11915,FALSE
Today's Fresh Start Charter,97,9255,11385,TRUE
Today's Fresh Start Charter School Inglewood,92,8974,11313,TRUE
Topanga Learn-Charter Elementary,5,7070,8514,TRUE
Topeka Charter School For Advanced Studies,42,7492,9136,TRUE
Torrance Unified,37,8152,9524,FALSE
Tracy Joint Unified,55,8179,9863,FALSE
Traver Joint Elementary,96,9559,11963,FALSE
Travis Unified,34,7748,9421,FALSE
Tree of Life Charter,52,7743,9347,TRUE
Tres Pinos Union Elementary,15,7200,8532,FALSE
Trillium Charter,80,8138,9741,TRUE
Trinidad Union Elementary,58,8171,9447,FALSE
Trinity Alps Unified,57,9398,10724,FALSE
Trivium Charter,34,7455,8983,TRUE
Trona Joint Unified,71,12042,13809,FALSE
Tulare City,81,8616,10739,FALSE
Tulare Joint Union High,73,10022,12102,FALSE
Tulelake Basin Joint Unified,80,10826,12565,FALSE
Turlock Unified,67,8585,10515,FALSE
Tustin Unified,45,7857,9565,FALSE
Twin Hills Charter Middle,21,7062,8409,TRUE
Twin Hills Union Elementary,27,7842,8821,FALSE
Twin Ridges Elementary,88,11486,13099,FALSE
Twin Ridges Home Study Charter,60,7680,9369,TRUE
Twin Rivers Charter,50,7612,9080,TRUE
Twin Rivers Unified,88,9978,12060,FALSE
Two Rock Union,49,7588,9134,FALSE
Ukiah Unified,79,9113,11235,FALSE
Uncharted Shores Academy,75,8082,9918,TRUE
Union Elementary,21,7163,8618,FALSE
Union Hill Elementary,34,7470,8916,FALSE
Union Hill Elementary,31,8178,9054,FALSE
Union Street Charter,10,7443,8551,TRUE
University Charter Middle School at CSU Channel Islands,58,7555,9146,TRUE
University High,10,8254,9889,FALSE
University Preparation School at CSU Channel Islands,60,7983,9602,FALSE
University Preparatory,15,7662,9147,FALSE
University Preparatory Academy Charter,19,7960,9530,TRUE
University Preparatory High,45,8729,10559,FALSE
Upland Unified,57,8049,9836,FALSE
Upper Lake Union Elementary,88,9151,11411,FALSE
Upper Lake Union High,94,11231,13721,FALSE
Urban Corps of San Diego County Charter,100,9673,12032,TRUE
Urban Discovery Academy Charter,28,7343,8750,TRUE
Urban Montessori Charter,42,7592,9242,TRUE
USC Hybrid High,84,10154,12709,FALSE
Vacaville Unified,40,7914,9581,FALSE
Val Verde Unified,83,9075,11440,FALSE
Valle Lindo Elementary,87,8851,11125,FALSE
Vallecitos Elementary,93,9250,11409,FALSE
Vallejo Charter,52,7451,9097,TRUE
Vallejo City Unified,78,9097,11223,FALSE
Valley Arts and Science Academy (VASA),87,9016,11137,TRUE
Valley Center-Pauma Unified,54,8277,9895,FALSE
Valley Charter Elementary,30,7341,8884,TRUE
Valley Charter High,45,8707,10562,TRUE
Valley Charter Middle,56,7479,9000,TRUE
Valley Home Joint Elementary,50,8098,9619,FALSE
Valley Life Charter,33,7407,8951,TRUE
Valley Oak Charter,13,7443,9033,TRUE
Valley Oaks Charter,31,7558,9148,TRUE
Valley Prep 6-8,69,8670,9719,FALSE
Valley Prep Academy 9-12,31,9009,10286,TRUE
Valley Prep K-5,85,9419,10970,FALSE
Valley Preparatory Academy Charter,82,8686,10871,TRUE
Valor Academy Charter,88,8497,10591,TRUE
Valor Academy Charter High,91,10500,12829,TRUE
Van Gogh Charter,25,7261,8801,TRUE
Vantage Point Charter,58,8561,10371,TRUE
Vaughn Next Century Learning Center,98,9338,11534,FALSE
Ventura Charter School of Arts and Global Education,30,7389,8831,TRUE
Ventura Unified,51,8096,9719,FALSE
Venture Academy,65,8730,10728,TRUE
Victor Elementary,86,8766,11120,FALSE
Victor Valley Union High,85,9948,12384,FALSE
View Park Preparatory Accelerated Charter,72,8352,10275,TRUE
View Park Preparatory Accelerated Charter Middle,79,8273,10308,TRUE
View Park Preparatory Accelerated High,67,9399,11604,FALSE
Village,14,7140,8622,FALSE
Village Charter,28,7507,8786,TRUE
Village Charter Academy,82,9495,11098,TRUE
Village Elementary Charter,54,7575,9204,TRUE
Vincent Academy,91,8761,11058,TRUE
Vineland Elementary,100,9490,11952,FALSE
Visalia Charter Independent Study,68,9359,11549,TRUE
Visalia Technical Early College,62,9225,11232,FALSE
Visalia Unified,67,8544,10498,FALSE
Visions In Education,52,8072,9804,FALSE
Vista Charter Middle,95,8702,10753,TRUE
Vista Oaks Charter,39,7989,9427,TRUE
Vista Real Charter High,78,9910,12343,TRUE
Vista Unified,64,8606,10481,FALSE
Vivian Banks Charter,84,8069,9829,TRUE
Voices College-Bound Language Academy,80,8559,10650,TRUE
W. E. B. DuBois Public Charter,99,9967,12431,TRUE
Walden Academy,33,7356,8874,TRUE
Wallis Annenberg High,96,10330,12937,FALSE
Walnut Creek Elementary,19,7174,8585,FALSE
Walnut Valley Unified,23,7790,9345,FALSE
Walter L. Bachrodt Elementary,72,7835,9583,FALSE
Warner Unified,83,12211,14450,FALSE
Wasco Union Elementary,92,9025,11404,FALSE
Wasco Union High,81,10664,12710,FALSE
Washington Colony Elementary,87,9001,11212,FALSE
Washington Unified,70,8624,10619,FALSE
Washington Unified,93,10475,12531,FALSE
Washington Union Elementary,8,7259,8619,FALSE
Waterford Unified,78,9228,11346,FALSE
Watsonville Charter School of the Arts,63,8087,9729,TRUE
Watts Learning Center,95,9205,11191,FALSE
Watts Learning Center Charter Middle,97,8697,10839,TRUE
Waugh Elementary,21,7302,8651,FALSE
Waukena Joint Union Elementary,86,8928,11234,FALSE
Weaver Union Elementary,90,9035,11341,FALSE
Weed Union Elementary,91,9454,11445,FALSE
Weimar Hills Charter,30,7184,8569,TRUE
Welby Way Elementary Charter,14,7107,8564,TRUE
West Contra Costa Unified,75,8949,11020,FALSE
West Covina Unified,75,8968,11053,FALSE
West Park Charter Academy,83,9823,12317,TRUE
West Park Elementary,94,9445,11803,FALSE
West Sacramento Early College Prep Charter,71,9073,11119,TRUE
West Side Union Elementary,29,7349,8911,FALSE
West Sonoma County Union High,27,8521,10207,FALSE
Westchester Secondary Charter,43,8210,9233,TRUE
Western Center Academy,25,7326,8804,TRUE
Western Placer Unified,37,7687,9322,FALSE
Western Sierra Collegiate Academy,9,7654,9121,TRUE
Westlake Charter,32,7415,8911,TRUE
Westlake Charter Middle,47,7346,8827,TRUE
Westminster,76,8517,10514,FALSE
Westmorland Union Elementary,95,9401,11704,FALSE
Westside Elementary,99,10410,12798,FALSE
Westside Innovative School House,23,7243,8725,FALSE
Westside Preparatory Charter,76,8292,10268,TRUE
Westside Union Elementary,44,7372,9036,FALSE
Westwood Charter,72,9287,11438,TRUE
Westwood Charter Elementary,13,7146,8632,TRUE
Westwood Unified,68,11218,12786,FALSE
Wheatland Charter Academy,49,7817,9267,TRUE
Wheatland Elementary,47,8158,9369,FALSE
Wheatland Union High,33,8829,10599,FALSE
White Oaks Elementary,8,7126,8613,FALSE
Whited Elementary Charter,53,7571,9203,TRUE
Whitmore Charter High,21,8413,10105,TRUE
Whitmore Charter School of Art & Technology,49,7610,9068,TRUE
Whitmore Charter School of Personalized Learning,45,7494,8966,TRUE
Whitmore Union Elementary,87,13291,15272,FALSE
Whittier City Elementary,81,8585,10854,FALSE
Whittier Union High,69,9782,11853,FALSE
Wilbur Charter For Enriched Academics,21,7239,8761,TRUE
Wilder's Preparatory Academy Charter,77,8604,10549,TRUE
Wilder's Preparatory Academy Charter Middle,74,8168,10063,TRUE
Wildflower Open Classroom,30,7354,8850,FALSE
William Finch,64,8776,10816,FALSE
William Howard Taft Charter High,60,9417,11114,TRUE
William S. Hart Union High,26,8201,9779,FALSE
Williams Unified,86,9408,11653,FALSE
Willits Charter,71,8704,10733,TRUE
Willits Elementary Charter,71,8221,10222,TRUE
Willits Unified,76,9328,11400,FALSE
Willow Creek Academy,54,7673,9230,TRUE
Willow Creek Elementary,88,10107,11813,FALSE
Willows Unified,69,8708,10635,FALSE
Wilmar Union Elementary,27,7461,8835,FALSE
Wilsona Elementary,98,9633,11941,FALSE
Windsor Unified,43,8105,9788,FALSE
Winship-Robbins Elementary,91,10290,12318,FALSE
Winters Joint Unified,70,8755,10755,FALSE
Winton,92,9152,11431,FALSE
Wisdom Academy for Young Scientists,94,9107,11194,TRUE
Wiseburn Unified,48,7615,9075,FALSE
Woodlake Elementary Community Charter,34,7384,8984,TRUE
Woodlake Unified,86,9483,11735,FALSE
Woodland Hills Elementary Charter For Enriched Studies,12,7113,8582,TRUE
Woodland Joint Unified,71,8762,10778,FALSE
Woodland Star Charter,46,7584,9090,TRUE
Woodville Elementary,98,9531,11875,FALSE
Woodward Leadership Academy,91,9037,11424,TRUE
Wright Charter,78,8536,10533,TRUE
Wright Elementary,79,8719,10661,FALSE
Xinaxcalmecac Academia Semillas del Pueblo,89,8881,10950,FALSE
Yav Pem Suab Academy - Preparing for the Future Charter,87,8484,10460,TRUE
Yosemite Unified,47,9231,10701,FALSE
Yosemite-Wawona Elementary Charter,50,7913,9329,TRUE
YouthBuild Charter School of California,90,10473,13155,TRUE
YouthBuild Charter School of California Central,99,10518,13189,TRUE
Yreka Union Elementary,67,8300,10092,FALSE
Yreka Union High,50,10250,11071,FALSE
Yu Ming Charter,21,7323,8844,TRUE
Yuba City Charter,88,8906,10932,TRUE
Yuba City Unified,70,8603,10648,FALSE
Yuba County Career Preparatory Charter,55,8713,10537,TRUE
Yuba Environmental Science Charter Academy,81,8529,10685,TRUE
Yuba River Charter,54,7645,9245,TRUE
Yucaipa-Calimesa Jt. Unified,56,8186,9895,FALSE
Campbell Union,76,9812,10835,FALSE
Academy of Arts and Sciences Los Angeles K-8,21,7592,8447,TRUE
Long Valley Charter,69,9577,10655,TRUE
Academy of Arts and Sciences San Joaquin,44,8874,9873,TRUE
Delta Charter Online,38,8799,9790,TRUE
Stream Charter,44,8086,8997,TRUE
Valley View Charter Prep,20,8108,9022,TRUE
East Bay Innovation Academy,14,7392,8224,TRUE
Elk Hills Elementary,58,8530,9476,FALSE
Cal Stem San Joaquin,23,8187,9109,FALSE
Union Hill Elementary,31,7470,8916,FALSE
Foothill Leadership Academy,13,7687,8553,TRUE
Peak to Peak Mountain Charter,29,7895,8784,TRUE
Community Preparatory Academy,18,7756,8630,TRUE
Knights Ferry Elementary,41,8787,9055,FALSE
Dunsmuir Joint Union High,66,16996,18849,FALSE
Camptonville Elementary,55,8717,9645,FALSE
Northern Summit Academy,81,10369,11537,TRUE
Renew Virtual Academy K12 #1,82,10455,11632,TRUE
Harmony Union Elementary,32,8237,9165,FALSE
Westside Innovative School House Charter Middle,52,8083,8993,TRUE
Gratton Elementary,24,9003,8573,FALSE
Spencer Valley Elementary,35,8096,9008,FALSE
Montgomery Elementary,43,9235,9266,FALSE
New Jerusalem Elementary,65,12710,13741,FALSE
Mountain House Elementary,61,9934,10899,FALSE
Cinnabar Elementary,89,13066,14242,FALSE
Indian Diggings Elementary,20,10156,10247,FALSE
McKittrick Elementary,14,8962,9832,FALSE
Trinity Center Elementary,64,8833,9817,FALSE
Orick Elementary,100,15327,16986,FALSE
Lincoln Elementary,12,7772,8635,FALSE
Klamath River Union Elementary,95,19887,21884,FALSE
Union Joint Elementary,35,8209,9115,FALSE
Dunham Elementary,24,8110,8949,FALSE
Ravendale-Termo Elementary,68,21288,23322,FALSE
